County,Grade_range,School_enroll_2023,School_Type,District_ISD,District_enroll_2023,School_name,geometry
TARRANT,EE KG-04,655,Elementary School,KELLER ISD,33250,FREEDOM EL,"c(-97.25932653, 32.9167562960001)"
TARRANT,EE KG-04,473,Elementary School,KELLER ISD,33250,INDEPENDENCE EL,"c(-97.276536, 32.9448330000001)"
TARRANT,EE-04,511,Elementary School,KELLER ISD,33250,FRIENDSHIP EL,"c(-97.2683235, 32.900832)"
TARRANT,05-06,865,Middle School,KELLER ISD,33250,TRINITY MEADOWS INT,"c(-97.287633, 32.937867)"
TARRANT,EE KG-04,568,Elementary School,KELLER ISD,33250,EAGLE RIDGE EL,"c(-97.2868185, 32.9171490000001)"
TARRANT,EE-04,445,Elementary School,KELLER ISD,33250,LIBERTY EL,"c(-97.1839664999999, 32.9026680000001)"
TARRANT,EE KG-04,522,Elementary School,KELLER ISD,33250,WOODLAND SPRINGS EL,"c(-97.2623384999999, 32.9463720000001)"
TARRANT,EE-04,611,Elementary School,KELLER ISD,33250,CAPROCK EL,"c(-97.292331, 32.9495400000001)"
TARRANT,EE-05,580,Elementary School,KELLER ISD,33250,SUNSET VALLEY EL,"c(-97.3303064999999, 32.876739)"
TARRANT,EE-05,519,Elementary School,KELLER ISD,33250,BASSWOOD EL,"c(-97.3108665, 32.8711680000001)"
TARRANT,EE KG-04,569,Elementary School,KELLER ISD,33250,RIDGEVIEW EL,"c(-97.2413324999999, 32.9608710000001)"
TARRANT,EE-PK,311,Elementary School,KELLER ISD,33250,KELLER EARLY LEARNING CENTER - SOUTH,"c(-97.301763914, 32.885904296)"
WHEELER,PK-12,140,Elementary/Secondary,KELTON ISD,140,KELTON ISD,"c(-100.11141, 35.401554)"
KAUFMAN,06-08,415,Middle School,KEMP ISD,1967,KEMP J H,"c(-96.230115, 32.4343260000001)"
KAUFMAN,06-12,13,Elementary/Secondary,KEMP ISD,1967,KEMP ALTERNATIVE,"c(-96.229899, 32.4360090000001)"
KAUFMAN,EE-02,556,Elementary School,KEMP ISD,1967,KEMP PRI,"c(-96.2280044999999, 32.4464850000001)"
KAUFMAN,09-12,554,High School,KEMP ISD,1967,KEMP H S,"c(-96.2288235, 32.4272070000001)"
HENDERSON,03-05,429,Elementary School,KEMP ISD,1967,KEMP INT,"c(-96.17910739, 32.2822493840001)"
KENEDY,EE-06,130,Elementary School,KENEDY COUNTY WIDE CSD,130,SARITA EL,"c(-97.789995, 27.2222820000001)"
KARNES,09-12,239,High School,KENEDY ISD,770,KENEDY H S,"c(-97.856658, 28.831266)"
KARNES,EE-05,383,Elementary School,KENEDY ISD,770,KENEDY EL,"c(-97.856658, 28.831266)"
HOUSTON,EE-12,267,Elementary/Secondary,KENNARD ISD,267,KENNARD ISD,"c(-95.185599946, 31.3594037350001)"
TARRANT,09-12,1005,High School,KENNEDALE ISD,2827,KENNEDALE H S,"c(-97.19883, 32.652432)"
TARRANT,06-08,625,Middle School,KENNEDALE ISD,2827,KENNEDALE J H,"c(-97.2251909999999, 32.656779)"
TARRANT,01-05,510,Elementary School,KENNEDALE ISD,2827,JAMES F DELANEY EL,"c(-97.2232155, 32.6493990000001)"
TARRANT,PK-KG,265,Elementary School,KENNEDALE ISD,2827,JAMES A ARTHUR EARLY CHILDHOOD CENTER,"c(-97.2210285, 32.6527830000001)"
TARRANT,01-05,422,Elementary School,KENNEDALE ISD,2827,R F PATTERSON EL,"c(-97.1746874999999, 32.6377800000001)"
NAVARRO,EE-12,630,Elementary/Secondary,KERENS ISD,630,KERENS SCHOOL,"c(-96.2264294999999, 32.1229260000001)"
WINKLER,09-12,380,High School,KERMIT ISD,1342,KERMIT H S,"c(-103.0828005, 31.8561120000001)"
WINKLER,EE-04,543,Elementary School,KERMIT ISD,1342,KERMIT EL,"c(-103.089794139, 31.8575689830001)"
KERR,09-12,1395,High School,KERRVILLE ISD,4689,TIVY H S,"c(-99.109053, 30.0373290000001)"
KERR,06-08,1016,Middle School,KERRVILLE ISD,4689,PETERSON MIDDLE,"c(-99.11286, 30.040623)"
KERR,KG-05,532,Elementary School,KERRVILLE ISD,4689,DANIELS EL,"c(-99.120996, 30.0367350000001)"
KERR,KG-05,458,Elementary School,KERRVILLE ISD,4689,STARKEY EL,"c(-99.1595025, 30.0636720000001)"
KERR,EE-PK,184,Elementary School,KERRVILLE ISD,4689,EARLY CHILDHOOD CENTER,"c(-99.130932, 30.046905)"
KERR,09-12,38,High School,KERRVILLE ISD,4689,HILL COUNTRY H S,"c(-99.13189355, 30.0552748650001)"
KERR,KG-05,529,Elementary School,KERRVILLE ISD,4689,FRED H TALLY EL,"c(-99.1768274999999, 30.070368)"
KERR,KG-05,537,Elementary School,KERRVILLE ISD,4689,NIMITZ EL,"c(-99.1499433449999, 30.024302812)"
DALLAS,01-12,26,Elementary/Secondary,KI CHARTER,457,KI CHARTER - DESOTO,"c(-96.8648085, 32.628069)"
HAYS,01-12,194,Elementary/Secondary,KI CHARTER,457,KI CHARTER ACADEMY,"c(-97.926405753, 29.896558928)"
WILLIAMSON,01-12,112,Elementary/Secondary,KI CHARTER,457,KI CHARTER ACADEMY LIBERTY HILL,"c(-97.8933467479999, 30.6598930850001)"
TARRANT,01-12,91,Elementary/Secondary,KI CHARTER,457,KI CHARTER - FORT WORTH,"c(-97.339986, 32.746356)"
DENTON,01-12,20,Elementary/Secondary,KI CHARTER,457,KI CHARTER - DENTON,"c(-97.1564759999999, 33.231366)"
COLLIN,01-12,14,Elementary/Secondary,KI CHARTER,457,KI CHARTER - FARMERSVILLE,"c(-96.296679, 33.145947)"
GREGG,09-12,1168,High School,KILGORE ISD,3725,KILGORE H S,"c(-94.8735134999999, 32.392701)"
RUSK,06-08,861,Middle School,KILGORE ISD,3725,KILGORE MIDDLE,"c(-94.8624333989999, 32.3577490960001)"
RUSK,02-03,527,Elementary School,KILGORE ISD,3725,CHANDLER EL,"c(-94.862369734, 32.3661669410001)"
RUSK,EE-01,657,Elementary School,KILGORE ISD,3725,KILGORE PRI,"c(-94.8657312989999, 32.3577088220001)"
BELL,09-12,2166,High School,KILLEEN ISD,43864,KILLEEN H S,"c(-97.6979295, 31.111884)"
BELL,09-12,1687,High School,KILLEEN ISD,43864,C E ELLISON H S,"c(-97.7385869999999, 31.0838130000001)"
BELL,09-12,97,High School,KILLEEN ISD,43864,GATEWAY H S,"c(-97.6987349999999, 31.0959270000001)"
BELL,09-12,353,High School,KILLEEN ISD,43864,PATHWAYS ACADEMIC CAMPUS,"c(-97.7515289999999, 31.0533750000001)"
BELL,06-08,68,Middle School,KILLEEN ISD,43864,GATEWAY MIDDLE,"c(-97.698114, 31.095783)"
BELL,09-12,1953,High School,KILLEEN ISD,43864,CHAPARRAL H S,"c(-97.711713, 31.0340160000001)"
BELL,09-12,2268,High School,KILLEEN ISD,43864,HARKER HEIGHTS H S,"c(-97.6510709999999, 31.0565970000001)"
BELL,06-08,687,Middle School,KILLEEN ISD,43864,RANCIER MIDDLE,"c(-97.686405, 31.1303070000001)"
CORYELL,09-12,1030,High School,KILLEEN ISD,43864,KILLEEN ISD EARLY COLLEGE H S,"c(-97.8069465, 31.1327460000001)"
BELL,06-08,627,Middle School,KILLEEN ISD,43864,MANOR MIDDLE,"c(-97.7184855, 31.09671)"
BELL,09-12,2258,High School,KILLEEN ISD,43864,ROBERT M SHOEMAKER H S,"c(-97.802878853, 31.104488782)"
BELL,06-08,759,Middle School,KILLEEN ISD,43864,PALO ALTO MIDDLE,"c(-97.7691465, 31.092543)"
BELL,06-08,669,Middle School,KILLEEN ISD,43864,UNION GROVE MIDDLE,"c(-97.671528, 31.059693)"
BELL,06-08,589,Middle School,KILLEEN ISD,43864,EASTERN HILLS MIDDLE,"c(-97.6557285, 31.083336)"
BELL,06-08,683,Middle School,KILLEEN ISD,43864,LIVE OAK RIDGE MIDDLE,"c(-97.783623, 31.106745)"
CORYELL,06-08,795,Middle School,KILLEEN ISD,43864,AUDIE MURPHY MIDDLE,"c(-97.8346035, 31.1475150000001)"
BELL,06-08,1022,Middle School,KILLEEN ISD,43864,CHARLES E PATTERSON MIDDLE,"c(-97.748163, 31.0501170000001)"
BELL,06-08,716,Middle School,KILLEEN ISD,43864,LIBERTY HILL MIDDLE,"c(-97.698879, 31.0584870000001)"
BELL,EE-05,720,Elementary School,KILLEEN ISD,43864,HARKER HEIGHTS EL,"c(-97.669314, 31.084641)"
BELL,KG-05,18,Elementary School,KILLEEN ISD,43864,EL ALTER LEARNING CENTER,"c(-97.8077294999999, 31.0724280000001)"
BELL,06-08,1156,Middle School,KILLEEN ISD,43864,NOLAN MIDDLE,"c(-97.627653456, 31.063597895)"
BELL,EE-05,864,Elementary School,KILLEEN ISD,43864,MEADOWS EL,"c(-97.760601, 31.1369940000001)"
BELL,EE-05,526,Elementary School,KILLEEN ISD,43864,PEEBLES EL,"c(-97.706079, 31.127733)"
BELL,EE-05,574,Elementary School,KILLEEN ISD,43864,HAY BRANCH EL,"c(-97.660476, 31.1162130000001)"
CORYELL,EE-03,515,Elementary School,KILLEEN ISD,43864,CLARKE EL,"c(-97.8084585, 31.1371830000001)"
BELL,EE-05,640,Elementary School,KILLEEN ISD,43864,NOLANVILLE EL,"c(-97.6208625, 31.0737960000001)"
BELL,06-08,1280,Middle School,KILLEEN ISD,43864,ROY J SMITH MIDDLE,"c(-97.7847795, 31.075047)"
BELL,EE-05,658,Elementary School,KILLEEN ISD,43864,WILLOW SPRINGS EL,"c(-97.7776965, 31.0844880000001)"
BELL,EE-05,868,Elementary School,KILLEEN ISD,43864,REECES CREEK EL,"c(-97.7537655, 31.0758660000001)"
BELL,EE-05,557,Elementary School,KILLEEN ISD,43864,BROOKHAVEN EL,"c(-97.689924, 31.1310540000001)"
BELL,EE-05,684,Elementary School,KILLEEN ISD,43864,VENABLE VILLAGE EL,"c(-97.7624775, 31.120551)"
BELL,EE-05,594,Elementary School,KILLEEN ISD,43864,CEDAR VALLEY EL,"c(-97.700751, 31.0640760000001)"
BELL,EE-05,690,Elementary School,KILLEEN ISD,43864,TRIMMIER EL,"c(-97.7309865, 31.0740300000001)"
CORYELL,EE-05,564,Elementary School,KILLEEN ISD,43864,MONTAGUE VILLAGE EL,"c(-97.82928, 31.1130180000001)"
BELL,EE-05,534,Elementary School,KILLEEN ISD,43864,MAXDALE EL,"c(-97.7715315, 31.100337)"
BELL,EE-05,647,Elementary School,KILLEEN ISD,43864,IRA CROSS JR EL,"c(-97.701696, 31.090131)"
BELL,EE-05,808,Elementary School,KILLEEN ISD,43864,IDUMA EL,"c(-97.79922, 31.0933170000001)"
BELL,EE-05,740,Elementary School,KILLEEN ISD,43864,MOUNTAIN VIEW EL,"c(-97.6692194999999, 31.060575)"
BELL,EE-05,982,Elementary School,KILLEEN ISD,43864,SAEGERT EL,"c(-97.72785, 31.0618440000001)"
CORYELL,EE-03,786,Elementary School,KILLEEN ISD,43864,OVETA CULP HOBBY EL,"c(-97.8308325, 31.1385780000001)"
BELL,EE-05,968,Elementary School,KILLEEN ISD,43864,SKIPCHA EL,"c(-97.6627755, 31.0536090000001)"
BELL,EE-05,550,Elementary School,KILLEEN ISD,43864,RICHARD E CAVAZOS EL,"c(-97.5969719999999, 31.0837770000001)"
BELL,EE-05,747,Elementary School,KILLEEN ISD,43864,TIMBER RIDGE EL,"c(-97.6924079999999, 31.062033)"
BELL,EE-05,783,Elementary School,KILLEEN ISD,43864,DR JOSEPH A FOWLER EL,"c(-97.8077294999999, 31.0724280000001)"
BELL,EE-05,929,Elementary School,KILLEEN ISD,43864,ALICE W DOUSE EL,"c(-97.7458905, 31.029822)"
BELL,EE-05,1088,Elementary School,KILLEEN ISD,43864,KILLEEN EL,"c(-97.7145975, 31.1214870000001)"
BELL,EE-05,768,Elementary School,KILLEEN ISD,43864,HAYNES EL,"c(-97.791243129, 31.0714515400001)"
BELL,EE-05,990,Elementary School,KILLEEN ISD,43864,CLIFTON PARK EL,"c(-97.736441411, 31.101502424)"
BELL,EE-05,696,Elementary School,KILLEEN ISD,43864,MAUDE MOORE WOOD EL,"c(-97.6753845, 31.0440150000001)"
BELL,EE-05,714,Elementary School,KILLEEN ISD,43864,PAT CARNEY EL,"c(-97.8196275, 31.0865670000001)"
BELL,EE-05,1003,Elementary School,KILLEEN ISD,43864,PERSHING PARK EL,"c(-97.7535945, 31.109814)"
KLEBERG,09-12,933,High School,KINGSVILLE ISD,2603,H M KING H S,"c(-97.8557950809999, 27.494437819)"
KLEBERG,EE-05,524,Elementary School,KINGSVILLE ISD,2603,HARVEY EL,"c(-97.850382824, 27.514725217)"
KLEBERG,EE-05,310,Elementary School,KINGSVILLE ISD,2603,HARREL EL,"c(-97.87951856, 27.5104111810001)"
KLEBERG,06-08,459,Middle School,KINGSVILLE ISD,2603,GILLETT MIDDLE,"c(-97.851054123, 27.5260066380001)"
KLEBERG,EE-05,377,Elementary School,KINGSVILLE ISD,2603,PEREZ EL,"c(-97.8537375, 27.498456)"
TRAVIS,09-12,823,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN COLLEGIATE,"c(-97.686234, 30.3358950000001)"
HARRIS,09-12,579,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP NORTHEAST COLLEGE PREPARATORY,"c(-95.261517, 29.8527030000001)"
HARRIS,09-12,584,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP GENERATIONS COLLEGIATE,"c(-95.3696025, 29.843469)"
HARRIS,09-12,657,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP HOUSTON H S,"c(-95.5654155, 29.670129)"
HARRIS,09-12,605,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SUNNYSIDE H S,"c(-95.3704215, 29.638179)"
BEXAR,09-12,734,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP UNIVERSITY PREP H S,"c(-98.506198795, 29.409483666)"
HARRIS,09-12,601,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP EAST END H S,"c(-95.321898, 29.7256320000001)"
BEXAR,06-12,630,Elementary/Secondary,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SOMOS COLLEGIATE,"c(-98.541576049, 29.5222094960001)"
TRAVIS,05-08,465,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN COLLEGE PREP,"c(-97.686234, 30.3358950000001)"
TRAVIS,05-08,450,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,"c(-97.6377073039999, 30.2770280660001)"
DALLAS,09-12,319,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP OAK CLIFF ACADEMY,"c(-96.7558455, 32.6806110000001)"
TRAVIS,05-09,436,Junior High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PASEO PREPARATORY SCHOOL,"c(-97.7067135, 30.2056200000001)"
HARRIS,05-08,494,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP 3D ACADEMY,"c(-95.3696025, 29.843469)"
TRAVIS,09-12,581,High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN BRAVE,"c(-97.757955, 30.2023620000001)"
HARRIS,05-08,348,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP POLARIS ACADEMY FOR BOYS,"c(-95.260572, 29.851191)"
HARRIS,05-08,480,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ACADEMY MIDDLE,"c(-95.5654155, 29.670129)"
HARRIS,06-10,650,Elementary/Secondary,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SHARPSTOWN COLLEGE PREP,"c(-95.512725, 29.722788)"
HARRIS,05-08,354,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP VOYAGE ACADEMY FOR GIRLS,"c(-95.260572, 29.851191)"
HARRIS,06-12,927,Elementary/Secondary,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP CONNECT PREPARATORY,"c(-95.5021139999999, 29.7062730000001)"
HARRIS,05-08,488,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP INTREPID PREPARATORY,"c(-95.321898, 29.7256320000001)"
HARRIS,05-08,435,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP LIBERATION COLLEGE PREPARATORY,"c(-95.336352, 29.7008730000001)"
HARRIS,05-08,452,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PRIME COLLEGE PREPARATORY,"c(-95.25951, 29.668284)"
HARRIS,05-08,491,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SPIRIT COLLEGE PREP,"c(-95.3704215, 29.638179)"
HARRIS,05-08,468,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP NEXUS MIDDLE,"c(-95.4591885, 29.829123)"
FORT BEND,06-09,395,Junior High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ACADEMY WEST,"c(-95.651496, 29.669202)"
FORT BEND,06-10,585,Elementary/Secondary,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP JOURNEY COLLEGIATE SCHOOL,"c(-95.6311335, 29.6577810000001)"
HARRIS,05-09,771,Junior High School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP MOSAIC ACADEMY SCHOOL,"c(-95.4930361569999, 29.6336703690001)"
TRAVIS,05-08,447,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN BEACON PREP,"c(-97.757955, 30.2023620000001)"
DALLAS,05-08,441,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP TRUTH ACADEMY,"c(-96.8128604999999, 32.7281400000001)"
DALLAS,05-08,253,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP DESTINY MIDDLE,"c(-96.879357, 32.663826)"
BEXAR,05-08,512,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ASPIRE ACADEMY,"c(-98.506198795, 29.409483666)"
BEXAR,05-08,461,Middle School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP CAMINO ACADEMY,"c(-98.5469849999999, 29.4322500000001)"
TRAVIS,EE-04,633,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ALEGRIA PRI,"c(-97.6377073039999, 30.2770280660001)"
DALLAS,06-11,642,Elementary/Secondary,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PLEASANT GROVE LEADERSHIP ACADEMY,"c(-96.631140876, 32.7485847040001)"
BEXAR,PK-02,127,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SOMOS PRI,"c(-98.541576049, 29.5222094960001)"
TRAVIS,EE-04,547,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PASEO PRI,"c(-97.7067135, 30.2056200000001)"
TRAVIS,PK-04,532,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN COMUNIDAD,"c(-97.686234, 30.3358950000001)"
HARRIS,EE-04,869,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SHINE PREP,"c(-95.5654155, 29.670129)"
HARRIS,EE-05,1024,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP SHARP PREP,"c(-95.5123379999999, 29.725038)"
HARRIS,EE-04,918,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP DREAM PREP,"c(-95.3696025, 29.843469)"
HARRIS,EE-04,950,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP LEGACY PREPARATORY,"c(-95.260572, 29.851191)"
HARRIS,EE-05,1017,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP CONNECT HOUSTON PRI,"c(-95.5021139999999, 29.7062730000001)"
HARRIS,EE-04,633,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PEACE EL,"c(-95.336352, 29.7008730000001)"
HARRIS,EE-04,852,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP EXPLORE ACADEMY,"c(-95.321898, 29.7256320000001)"
HARRIS,EE-04,826,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP CLIMB ACADEMY,"c(-95.25951, 29.668284)"
HARRIS,EE-04,858,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ZENITH ACADEMY,"c(-95.3704215, 29.638179)"
HARRIS,EE-04,819,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP NEXUS PRI,"c(-95.4591885, 29.829123)"
HARRIS,EE-04,961,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP MOSAIC PRI,"c(-95.4930361569999, 29.6336703690001)"
FORT BEND,EE-05,1092,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP JOURNEY PRI,"c(-95.6311335, 29.6577810000001)"
FORT BEND,EE-05,1022,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP UNITY PRI,"c(-95.64489, 29.6857170000001)"
DALLAS,PK-04,489,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP TRUTH EL,"c(-96.8128604999999, 32.7281400000001)"
DALLAS,PK-04,413,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP DESTINY EL,"c(-96.879357, 32.663826)"
BEXAR,KG-04,504,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP UN MUNDO PRI,"c(-98.5469849999999, 29.4322500000001)"
BEXAR,KG-04,502,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP ESPERANZA PRI,"c(-98.506198795, 29.409483666)"
TRAVIS,PK-04,389,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP AUSTIN OBRAS,"c(-97.758882071, 30.2040583090001)"
DALLAS,PK-05,576,Elementary School,KIPP TEXAS PUBLIC SCHOOLS,34111,KIPP PLEASANT GROVE PRI,"c(-96.656247, 32.7501990000001)"
JASPER,09-12,427,High School,KIRBYVILLE CISD,1458,KIRBYVILLE H S,"c(-93.8962900129999, 30.650758373)"
JASPER,06-08,336,Middle School,KIRBYVILLE CISD,1458,KIRBYVILLE J H,"c(-93.900213, 30.64248)"
JASPER,EE-05,695,Elementary School,KIRBYVILLE CISD,1458,KIRBYVILLE EL,"c(-93.898242, 30.6405540000001)"
HARRIS,09-12,3453,High School,KLEIN ISD,53093,KLEIN FOREST H S,"c(-95.4999945, 29.9660490000001)"
HARRIS,09-12,3396,High School,KLEIN ISD,53093,KLEIN H S,"c(-95.523885, 30.019212)"
HARRIS,09-12,3294,High School,KLEIN ISD,53093,KLEIN COLLINS H S,"c(-95.479101, 30.0624300000001)"
HARRIS,09-12,3664,High School,KLEIN ISD,53093,KLEIN OAK H S,"c(-95.522238, 30.0977280000001)"
HARRIS,EE-12,202,Elementary/Secondary,KLEIN ISD,53093,K E KAUFMAN ALTERNATIVE EDUCATION CENTER,"c(-95.524743934, 30.012496221)"
HARRIS,06-12,14,Elementary/Secondary,KLEIN ISD,53093,HARRIS CO JJAEP,"c(-95.534307, 30.0482910000001)"
HARRIS,06-08,990,Middle School,KLEIN ISD,53093,KLEIN INT,"c(-95.462748959, 29.89526542)"
HARRIS,06-08,1226,Middle School,KLEIN ISD,53093,WUNDERLICH INT,"c(-95.5000439999999, 29.9673270000001)"
HARRIS,09-12,3987,High School,KLEIN ISD,53093,KLEIN CAIN H S,"c(-95.573808, 30.0146310000001)"
HARRIS,06-08,1053,Middle School,KLEIN ISD,53093,HILDEBRANDT INT,"c(-95.52582, 30.0985200000001)"
HARRIS,06-08,1073,Middle School,KLEIN ISD,53093,SCHINDEWOLF INT,"c(-95.477769, 30.0654270000001)"
HARRIS,06-08,1452,Middle School,KLEIN ISD,53093,KLEB INT,"c(-95.527053, 30.017862)"
HARRIS,06-08,1256,Middle School,KLEIN ISD,53093,KRIMMEL INTERMED,"c(-95.530066749, 30.0736022200001)"
HARRIS,06-08,1189,Middle School,KLEIN ISD,53093,STRACK INT,"c(-95.485779, 30.0346200000001)"
HARRIS,06-08,1304,Middle School,KLEIN ISD,53093,HOFIUS INT,"c(-95.547921947, 30.1142248940001)"
HARRIS,06-08,1299,Middle School,KLEIN ISD,53093,DOERRE INT,"c(-95.547504956, 30.027779347)"
HARRIS,EE-05,698,Elementary School,KLEIN ISD,53093,NORTHAMPTON EL,"c(-95.530081385, 30.0736003310001)"
HARRIS,EE-05,669,Elementary School,KLEIN ISD,53093,HAUDE EL,"c(-95.4610875, 30.052017)"
HARRIS,KG-05,640,Elementary School,KLEIN ISD,53093,GREENWOOD FOREST EL,"c(-95.5000439999999, 29.9673270000001)"
HARRIS,06-08,1170,Middle School,KLEIN ISD,53093,ULRICH INT,"c(-95.5719855, 30.0193650000001)"
HARRIS,KG-05,521,Elementary School,KLEIN ISD,53093,EPPS ISLAND EL,"c(-95.498496, 29.9154330000001)"
HARRIS,EE-05,777,Elementary School,KLEIN ISD,53093,BENFER EL,"c(-95.484521479, 30.0347487380001)"
HARRIS,KG-05,644,Elementary School,KLEIN ISD,53093,KAISER EL,"c(-95.4935864999999, 29.9716020000001)"
HARRIS,EE-05,737,Elementary School,KLEIN ISD,53093,KOHRVILLE EL,"c(-95.5924065, 30.0464640000001)"
HARRIS,EE-05,730,Elementary School,KLEIN ISD,53093,THEISS EL,"c(-95.539878, 30.0249630000001)"
HARRIS,EE-05,922,Elementary School,KLEIN ISD,53093,BRILL EL,"c(-95.544405, 30.003165)"
HARRIS,EE-05,583,Elementary School,KLEIN ISD,53093,LEMM EL,"c(-95.437962, 30.0402720000001)"
HARRIS,EE-05,803,Elementary School,KLEIN ISD,53093,KRAHN EL,"c(-95.559651, 30.0137760000001)"
HARRIS,EE-05,782,Elementary School,KLEIN ISD,53093,ROTH EL,"c(-95.490684, 30.0665250000001)"
HARRIS,EE-05,845,Elementary School,KLEIN ISD,53093,EHRHARDT EL,"c(-95.523714, 30.038598)"
HARRIS,KG-05,608,Elementary School,KLEIN ISD,53093,NITSCH EL,"c(-95.4657405, 29.8960470000001)"
HARRIS,EE-05,825,Elementary School,KLEIN ISD,53093,MITTELSTADT EL,"c(-95.522823, 30.0128940000001)"
HARRIS,EE-05,674,Elementary School,KLEIN ISD,53093,KUEHNLE EL,"c(-95.5048815, 30.03948)"
HARRIS,PK-05,547,Elementary School,KLEIN ISD,53093,EILAND EL,"c(-95.491719, 29.891871)"
HARRIS,KG-05,724,Elementary School,KLEIN ISD,53093,KLENK EL,"c(-95.5063665, 29.9565900000001)"
HARRIS,EE-05,619,Elementary School,KLEIN ISD,53093,KREINHOP EL,"c(-95.476087467, 30.065713589)"
HARRIS,EE-05,613,Elementary School,KLEIN ISD,53093,HASSLER EL,"c(-95.5657844999999, 30.0273300000001)"
HARRIS,KG-05,538,Elementary School,KLEIN ISD,53093,MCDOUGLE EL,"c(-95.5017089999999, 29.9297070000001)"
HARRIS,EE-05,582,Elementary School,KLEIN ISD,53093,BENIGNUS EL,"c(-95.535432, 30.0719250000001)"
HARRIS,EE-05,574,Elementary School,KLEIN ISD,53093,FRANK EL,"c(-95.567562061, 30.059163385)"
HARRIS,EE-05,894,Elementary School,KLEIN ISD,53093,METZLER EL,"c(-95.549842623, 30.1139154370001)"
HARRIS,EE-05,582,Elementary School,KLEIN ISD,53093,MUELLER EL,"c(-95.530096021, 30.073598443)"
HARRIS,EE-05,913,Elementary School,KLEIN ISD,53093,ZWINK EL,"c(-95.487363, 30.0862440000001)"
HARRIS,EE-05,651,Elementary School,KLEIN ISD,53093,SCHULTZ EL,"c(-95.5435184999999, 30.0995370000001)"
